Food_group_code,Food_group,Code,Food_name,Edible_conversion_factor,Energy_in_kJ,Energy_in_kcal,Water_in_g,Protein_in_g,Fat_in_g,Carbohydrate_available_in_g,Fibre_in_g,Ash_in_g,Ca_in_mg,Fe_in_mg,Mg_in_mg,P_in_mg,K_in_mg,Na_in_mg,Zn_in_mg,Se_in_mg,Vit_A_RAE_in_mcg,Vit_A_RE_in_mcg,Retinol_in_mcg,Beta_carotene_equivalent_in_mcg,Thiamin_in_mcg,Riboflavin_in_mcg,Niacin_in_mcg,Dietary_Folate_Eq_in_mcg,Food_folate_in_mcg,Vit_B12_in_mcg,Vit_C_in_mcg,Cholesterol_in_mg,Dish_group_code,Dish_group_name,Dish_group_description,Dish_group_image,Food_description,Food_image,Food_ingredients,Food_preparation_cooking_serves_makes,Time
15,Mixed dishes,15059,"Mukimo wa Njahi (Black Beans, Green Bananas & Potatoes)",0,693,164,53.7,9.5,0.6,26.5,7.2,2.4,31,3.2,65,152,606,273,1.06,0.004,0,0,0,2,200,80,1200,19,19,0,4200,0,4,Mashed Dishes,"This category comprises of those recipes which require mashing of all the ingredients together before serving. Different communities in Kenya traditionally mashed a combined set of ingredients together, perhaps as a coping mechanism or in order to save cooking time. These dishes were also believed to have a rich nutrient base and were eaten without any accompaniment. The most common ingredients used in these dishes were a root (such as potatoes or sweet potatoes or cassava), bananas (green or ripe), a green vegetable,maize, and a legume. Different communities have different names for these dishes. For example, Mukimo is common among the Kikuyu and Meru communities, Mushenye among the Luhya communities, Kimanga among the Taita and coastal communities. Avery common practice across many communities in Kenya is that most infant dishes are made from this category. Infant dishes exclude use of hard ingredients such as maize. [Process photos for recipes in this category will be added in this space]",,"This is a delicacy among the Kikuyu community particularly in Nyeri. Commonly referred to as “Mukimo wa Njahi”, this dish was traditionally prepared for lactating mothers and during occasions like dowry ceremonies. In modern times it remains important as a family dish mainly served during lunch or dinner.",,"\n6 (1.2 kg) potatoes, unpeeled, Irish, raw \n6 green bananas, unpeeled, raw (1 kg) \n2 1⁄2 cups (497 g) njahi, dolichos lablab, raw, dry \n25 3⁄4 cups (5611 g) water \n4 tsp. (20 g) salt, iodized","\nBoil 2 1⁄2 cups of njahi (dolichos lablab) in 21 cups of water for 3 hours. \nPeel and wash the potatoes and green bananas in separate bowls, chop them. \nPut the rest of the water into a separate cooking pot. \nAdd the chopped potatoes, green bananas and salt. \nBoil for 10 minutes. \nAdd the cooked black beans, cover and cook for 20 minutes. \nRemove from fire and mash.",Preparation 20 minutes | Cooking 4 hours | Serves 4
15,Mixed dishes,15060,Githeri (Fresh beans and Maize),0,751,180,57,7.8,7.6,15.1,10.4,2.2,17,1.7,24,119,319,433,1.21,0.003,6,13,0,76,130,90,1400,54,54,0,9200,0,5,Maize Dishes,"This section features recipes that are made of maize as the key ingredient. They include the mixture of maize and beans usually prepared by sautéing previously boiled maize and beans. The common names for this dish include Githeri, Nyoyo, Mahenjera and Muthere. The other category of recipes here includes the pounded maize recipes where the outer skin is removed. They include Muthokoi, Ashir and chenga common among the Taita, Kamba and Meru communities.",,"Stewed fresh maize and beans is commonly known as Githeri. This is a variant of the Githeri dishes that uses fresh maize and beans. It is popular among communities in agricultural areas such as Eastern, Central and Western. This recipe is common during the season when maize and beans are green about a month to harvesting. It is usually served as a main dish in most communities and as a breakfast dish among the Luhya communities.",,"\n4 green maize cobs with kernels, (2 kgs) \n2.5 kg bean pods, red  \n9 1⁄4 cups (2005 g) water \n1 stem (140 g) spring onion, unpeeled \n1 1⁄4 cups (187 g) cooking fat \n5 1⁄2 tsp. (28 g) salt, iodized ","\n\nPreparation:\n \nRemove fresh beans from pods. Put in a bowl or container. \nRemove maize cobs with kernels from the husks. \nRemove maize kernels from the cobs by hand. \nMix and wash the maize and beans. \nBoil in 9 1⁄4 cups of water for 2 hours until cooked. \nPrepare the onions and chop into a separate bowl. \nStewing:\n \nHeat cooking fat into a pan and add the spring onions. \nCook the spring onions until they soften. \nAdd the boiled maize-beans mixture. Cover with a pan. \nAdd salt and continue cooking while stirring periodically. \nOnce ready, remove from fire and serve.",Preparation 2 hours | Cooking 20 minutes | Serves 4
15,Mixed dishes,15061,Mashed Potato and Bananas,0,750,179,62.1,2.3,8.5,22.1,2.6,2.4,12,1.4,23,70,551,544,0.36,0.001,4,8,0,49,60,40,900,35,35,0,12600,0,4,Mashed Dishes,"This category comprises of those recipes which require mashing of all the ingredients together before serving. Different communities in Kenya traditionally mashed a combined set of ingredients together, perhaps as a coping mechanism or in order to save cooking time. These dishes were also believed to have a rich nutrient base and were eaten without any accompaniment. The most common ingredients used in these dishes were a root (such as potatoes or sweet potatoes or cassava), bananas (green or ripe), a green vegetable,maize, and a legume. Different communities have different names for these dishes. For example, Mukimo is common among the Kikuyu and Meru communities, Mushenye among the Luhya communities, Kimanga among the Taita and coastal communities. Avery common practice across many communities in Kenya is that most infant dishes are made from this category. Infant dishes exclude use of hard ingredients such as maize. [Process photos for recipes in this category will be added in this space]",,"This recipe is common among the Kisii, Kikuyu and Meru communities due to the abundance of the bananas and potatoes in these communities. Sometimes it serves as an infant dish. When served as a main family dish, it can be eaten with a variety of stews or just a vegetable dish.   ",,"\n14 large potatoes, unpeeled, white, Irish, raw (2 kg) \n7 bananas, raw, unpeeled (1.2 kg) \n1 onion, red skinned, raw, unpeeled (134 g) \n3 tomatoes, red, raw (321 g) \n1 1⁄4 cups (186 g) cooking fat \n2 tbsp. (35 g) salt, iodized \n3 1/3 cups (734 g) water ","\nPeel, wash and chop the onion. Wash and cut the tomatoes. \nPeel, wash the potatoes and bananas into separate bowls. \nHeat the cooking fat in a pan. Add the onion into the pan and cook until golden brown. \nAdd tomatoes and stir until the tomatoes are cooked or tender \nCut the potatoes and bananas and add into the cooking pot. \nAdd salt, cover and keep stirring at intervals. \nAdd all the water and bring to a boil. \nCook until the potatoes and the green bananas are tender. \nMash to a smooth consistency and serve while food hot.",Preparation 10 minutes | Cooking 45 minutes | Serves 4
15,Mixed dishes,15062,Mukimo wa Njahi (Raw & Ripe Bananas),0,636,151,57.7,6.4,0.6,26.6,6.5,2.2,24,2.2,54,103,437,229,0.79,0.003,1,2,0,12,150,70,800,14,14,0,9800,0,4,Mashed Dishes,"This category comprises of those recipes which require mashing of all the ingredients together before serving. Different communities in Kenya traditionally mashed a combined set of ingredients together, perhaps as a coping mechanism or in order to save cooking time. These dishes were also believed to have a rich nutrient base and were eaten without any accompaniment. The most common ingredients used in these dishes were a root (such as potatoes or sweet potatoes or cassava), bananas (green or ripe), a green vegetable,maize, and a legume. Different communities have different names for these dishes. For example, Mukimo is common among the Kikuyu and Meru communities, Mushenye among the Luhya communities, Kimanga among the Taita and coastal communities. Avery common practice across many communities in Kenya is that most infant dishes are made from this category. Infant dishes exclude use of hard ingredients such as maize. [Process photos for recipes in this category will be added in this space]",,"This sweet Mukimo wa Njahi is prepared using ripe banana typical among the Kikuyu community. It was prepared mainly for lactating mothers and during dowry ceremonies. To date, this remains an important recipe among the Kikuyu community and is served mainly during Lunch.",,"\n5 1/8 cups (1 kg) njahi dolichos lablab, black beans, raw, dry  \n21 large (3 kg) raw, unpeeled bananas \n12 large (1.2 kg) ripe, unpeeled bananas \n5 tsp. (21 g) salt, iodized \n28 3⁄4 cups (6037 g) water ","\nSort the black beans, wash and cook in 23 cups of water for 4 hours or until ready or soft. \nMash the black beans until smooth. \nMeanwhile, peel the ripe bananas and set aside. \nBoil the green bananas in 2 1⁄2 cups of water until they are soft. \nOnce ready, add the peeled ripe bananas. Add the rest of the water and salt into the mixture. \nLet the water come to a boil. Add this mixture into the mashed black beans. \nMash until soft and serve while hot.",Preparation 10 minutes | Cooking 4 hours 30 minutes | Serves 8
15,Mixed dishes,15063,Groundnut Sauce,0,1240,298,50.2,10.6,23.4,9.6,3.5,2.7,132,2.3,101,209,366,492,1.2,0.007,28,28,28,2,280,210,5000,27,27,0.17,0,9,14,Desserts and Sauces,There are few communities in Kenya that have desserts and sauces that are traditional to them.,,This rich and smooth recipe is unique to the Luhya and Luo communities. It is usually fed to older infants and children.,,"\n3 1/3 cups (472 g) groundnuts, raw, with skin \n2 1⁄2 tsp. (12 g) salt, iodized  \n4 1/3 cups (979 g) sour milk \n1⁄2 cup (119 g) water","\nPlace a saucepan over fire and let it preheat. \nAdd the groundnuts, salt and 1⁄2 a cup of water or as desired. \nCook until the water evaporates as you stir gradually. When ready, the nuts produce a pop sound. \nOnce they pop, turn down the heat and continue stirring until the groundnuts are dry (about 13 minutes). \nRemove from heat and allow it to cool down. \nUsing a blender, blend the nuts into a paste. A pestle and mortar can be used in the absence of a blender. \nPut the groundnut paste into a bowl, add sour milk and stir into thick paste. Water or fresh milk can be used in place of the sour milk. \nOnce ready, put another pan on the heat, add the peanut paste and stir. \nStir until it is smooth but not too thick.\nServe hot with green leafy vegetables of your choice, fish, sweet potatoes, green bananas, ugali, etc.",Preparation 5 minutes | Cooking 1 hour 40 minutes | Serves 4
15,Mixed dishes,15064,Vimumunya vya Chumvi (Pumpkin & Coconut Milk),0,297,72,85.8,1.3,4.9,4.6,1.9,1.5,16,0.3,13,39,183,325,0.25,0.001,88,176,0,1060,50,50,600,22,22,0,5500,0,1,Common Snacks,"This section provides a variety of recipes common in Kenya that serve as breakfast items and snacks. Snacks generally constitute foods or drinks that can be served in small portions mainly between meals. Sometimes snacks can be eaten as a light meal. In most Kenyan communities, snacks are traditionally prepared from locally available ingredients.",,“Vimumunya” is a Swahili word that connotes the way this dish is eaten. It is a pumpkin meal that is common among communities at the coastal region particularly among the Mijikenda community. It is served as a main course among the Mijikenda and as a dessert among the Bajuni community.,,"\nPumpkin, raw (739 g) \n1 tsp. (6 g) salt, iodized \n1 1/8 cups (253 g) coconut milk \n1 cup (223 g) water ","\nPeel the pumpkin and cut into chunks. \nPut pumpkin into a pot, add all the water and start cooking. \nAdd salt and bring to boil for 15 minutes. \nAdd coconut milk and boil for 5 minutes. \nRemove from heat. \nServe.",Preparation 5 minutes | Cooking 25 minutes | Serves 4
15,Mixed dishes,15065,Vinolo (Banana and Maize Flour Ugali),0,524,124,68.4,2.2,0.9,25.5,2.5,0.6,9,1.2,22,68,147,9,1.16,0,16,16,16,1,120,80,900,96,8,0,6200,0,12,Ugali,"Ugali is the common name given to various flour dishes that are prepared by boiling ingredients together and mixing to a semi solid a paste. It is eaten across all communities in Kenya. Therefore, it was important to look at different Ugali variants that are common in Kenya. All Ugalis are made from grain flours except cassava Ugali which is made from dried cassava flour. All the grain based flours featured in this section are whole except the refined maize flour Ugali.",,This is a typical dish to the Mijikenda community. It is a unique type of Ugali that incorporates bananas. It is eaten as a main meal with an accompanying stew.,,"\n4 bananas, green, raw, unpeeled (710 g) \n2 cups (257 g) maize flour, white \n4 cups (890 g) water","\nPeel the bananas, wash and cover with water. \nBoil the bananas in a separate cooking pot. \nMash the bananas until smooth. \nMeanwhile, boil all the water in a cooking pot. \nAdd half the flour into the boiling water and stir until smooth. \nAdd the mashed bananas and continue stirring. \nAdd the remaining flour gradually as you stir until you achieve the desired consistency. \nRemove from heat and wrap in aluminium foil. \nDip into boiling water and turn after 7 minutes. \nRemove from the water after 5 minutes. \nServe hot.",Preparation 5 minutes | Cooking 40 minutes | Serves 4
15,Mixed dishes,15067,Vimumunya vya Sukari (Sweetened Pumpkin & Coconut Milk),0,390,93,79,1.1,3,14.5,1.8,0.6,14,0.3,11,31,155,15,0.21,0.001,81,162,0,973,50,40,500,19,19,0,5000,0,14,Desserts and Sauces,There are few communities in Kenya that have desserts and sauces that are traditional to them.,,This is a famous Swahili dessert that is served after meals. It is eaten by the entire family.,,"\npumpkin, unpeeled (1.7 kg) \n1 tsp. (1 g) cardamoms, powder \n1⁄2 cup (113 g) sugar \n1 1⁄2 cups (400 g) coconut milk \n3 3/4 cups (810 g) water","\nPeel pumpkin and cut into large chunks. \nPut the pumpkin onto a cooking pot, add all the water and put on heat. \nBring to a boil for 17 minutes. \nAdd half the amount of coconut milk and boil for 6 minutes. \ Add sugar and cardamoms. \nAdd the rest of the coconut milk. Cover and cook for 18 more minutes. \nRemove from heat. ",Preparation 5 minutes | Cooking 45 minutes | Serves 4
15,Mixed dishes,15068,Wukunu (sweet potatoes &dehulled black beans,0,396,94,73,4.1,0.6,15.8,4.6,1.9,21,1.5,33,82,288,229,0.41,0.001,1,1,0,8,100,40,700,9,9,0,12600,0,4,Mashed Dishes,"This category comprises of those recipes which require mashing of all the ingredients together before serving. Different communities in Kenya traditionally mashed a combined set of ingredients together, perhaps as a coping mechanism or in order to save cooking time. These dishes were also believed to have a rich nutrient base and were eaten without any accompaniment. The most common ingredients used in these dishes were a root (such as potatoes or sweet potatoes or cassava), bananas (green or ripe), a green vegetable,maize, and a legume. Different communities have different names for these dishes. For example, Mukimo is common among the Kikuyu and Meru communities, Mushenye among the Luhya communities, Kimanga among the Taita and coastal communities. Avery common practice across many communities in Kenya is that most infant dishes are made from this category. Infant dishes exclude use of hard ingredients such as maize. [Process photos for recipes in this category will be added in this space]",,"Wukunu is a traditional dish common in Taita community. It was commonly served during ceremonies such as burials, weddings, or other special occasions. Traditionally, it was eaten without any accompaniment. The modern practice incorporates some vegetables or salad.",,"\n21⁄4 cups (384 g) black beans, dolichos lablab, raw, dry \n7 sweet potatoes, unpeeled, pink skin, raw (1.8 kg) \n131⁄2 cups (2946 g) water \n\n2 tsp. (11 g) salt, iodized ","\nSort the black beans and wash. \nBoil the beans in 9 cups of water for 1 hour 20 min utes (or until almost cooked). \nWhile the beans boil, peel the sweet potatoes and set aside covered with water. \nRemove the boiled beans from fire and set aside to cool. \nOnce cool enough to handle, shell the beans (remove the outer skin)/ you can also blanch after cooling the beans to make shelling easier. \nPut the shelled black beans into a pot, add 4 1⁄2 cups of water and boil for 4 minutes. \nAdd the peeled sweet potatoes, salt and boil for 50 minutes or until the sweet potatoes are tender \nRemove from fire and mash to a smooth consistency. \nServe.",Preparation 15 minutes | Cooking 2 hours 30 minutes | Serves 4
15,Mixed dishes,15069,Mushenye (Green Maize and Sweet Potatoes),0,641,153,60.4,7.1,4.1,17.6,8.6,2.1,44,2.3,51,196,340,242,1.07,0.003,1,3,0,16,150,70,1600,50,50,0,5900,0,4,Mashed Dishes,"This category comprises of those recipes which require mashing of all the ingredients together before serving. Different communities in Kenya traditionally mashed a combined set of ingredients together, perhaps as a coping mechanism or in order to save cooking time. These dishes were also believed to have a rich nutrient base and were eaten without any accompaniment. The most common ingredients used in these dishes were a root (such as potatoes or sweet potatoes or cassava), bananas (green or ripe), a green vegetable,maize, and a legume. Different communities have different names for these dishes. For example, Mukimo is common among the Kikuyu and Meru communities, Mushenye among the Luhya communities, Kimanga among the Taita and coastal communities. Avery common practice across many communities in Kenya is that most infant dishes are made from this category. Infant dishes exclude use of hard ingredients such as maize. [Process photos for recipes in this category will be added in this space]",,This dish is typical to the Luhya community. It is served as a main dish during lunch or dinner. Traditionally it was eaten plain but can be served with. It usually served with tea.,,"\n3 3⁄4 cups (757 g) beans, kidney, dry \n2 cobs (917 g) green maize, with husks  \n4 sweet potatoes, unpeeled, pink skin, raw (1.6 kg) \n4 tsp. (20 g) salt, iodized \n1 1/3 cups (323 g) peanut butter \n30 cups (6501 g) water ","\nBoil beans for 2 hours in 21 cups of water. \nRemove husks and shell the maize grains into a bowl. \nAdd the green maize and 4 cups of water to the cooked beans. \nLet the maize boil until it is cooked for about 1 hour. \nMeanwhile peel and wash the sweet potatoes. \nAdd sweet potatoes, peanut butter, salt and the rest of the water. \nCook the sweet potatoes in the maize-bean mixture for 1 hour 15 minutes. \nOnce cooked, mash, remove from heat and serve.",Preparation 20 minutes | Cooking 4 hours 40 minutes | Serves 4
15,Mixed dishes,15070,Ingokho (Stewed Chicken),0,883,211,59.7,18.3,12.3,6.4,1.1,2.3,21,2.7,23,211,210,482,1.01,0.016,63,74,53,125,110,130,5100,14,14,0.38,18400,93,8,Poultry,"Poultry meat is one of the key sources of complete protein in Kenya. This section is a review of two categories of poultry meat namely the true chicken and domesticated birds, guinea fowls and quails.",,Stewed chicken is common among many communities in Kenya. It has different names but ingokho stands out due to the way this dish is special to the Luhya community. It is eaten as a protein to a main meal and served with Ugali or any other starch. It is savoured by the entire family.,,"\n1.4 kg chicken, whole \n2 red skinned onions, raw, unpeeled, (219g) \n1⁄2 green capsicum (187 g) \n2 tsp. (11 g) salt, iodized the chicken. \n4 tomatoes, red, ripe (504 g)","\nLight a charcoal stove. Put a mesh over the fire to singe any thin feathers and lightly brown the skin of the chicken. \nAfter 12 minutes, cut the chicken into large chunks and continue roasting for another 5 minutes or until ready. Remove from the fire. \nCut the chicken into smaller portions and return the pieces onto the fire for another 11 minutes. \nPut the chicken onto a heated pan. Cook the chicken without added oil/ fat to brown further. Keep turning for the chicken to cook evenly. \nAdd salt to the chicken and keep turning. \nAdd the whole green capsicum into the pan with chicken. Turn the stove to low heat and let it simmer for 9 minutes. \nPrepare the onions and tomatoes. Chop into small pieces in separate bowls. \nAdd the onions, cover and continue cooking for another 25 minutes. \nRemove the whole green capsicum from the pot and immediately add tomatoes. \nContinue cooking for another 13 minutes. \nRemove from the fire. \nServe ","Preparation 15 minutes | Cooking 1 hour 15 minutes
 | Serves 4"
15,Mixed dishes,15071,Malesele (Cow Blood with Sour Milk) (Check),0,1400,335,37.5,20,21.2,15.4,1,4.9,85,24.8,19,123,831,1070,1.85,0.029,0,0,106,0,100,250,700,0,0,0,0,250,9,Blood Dishes,"Blood dishes are traditional to a notable number of Kenyan communities. This section looks at the “Malesele” of the Luhya community, and other blood based dishes among the Maasai and Rendille communities. [Process photos for recipes in this category will be added in this space]",,This dish is traditional among the Luhya community. It is prepared on special ceremonies such as dowry Discussion.,,"\n117 g cow’s fat \n4 1⁄2 cups (1 kg) cow’s blood, fresh  \n2 onions, red skinned, raw, unpeeled (183 g) \n13⁄4 cups (466 g) sour milk, cow \n2 tsp. (9 g) salt, iodized \n3 tomatoes, red, ripe (363 g)","\nWash, cut and put the animal fat in a clean cooking pot. \nPeel onion, wash and chop. Add the onion into the cow’s fat. \nPrepare the blood by removing the clots. Add the pure blood into the same pot, place on fire to boil for 15 minutes. \nContinue boiling until balls begin to form. \nAdd salt and continue boiling until the mixture dries up. \nAdd sour milk; bring to a boil while stirring at intervals until the sour milk dries up. \nGrate the tomatoes and add into the mixture and let it boil for 2 minutes and then remove from the fire. \nServe.","Preparation 5 minutes | Cooking 1 hour 15 minutes
| Serves 4"
15,Mixed dishes,15072,Tsiswa (Termites),0,2140,515,10.5,31.6,38.8,7.3,5.1,6.8,137,29.8,13,584,412,2280,0.41,0.005,95,96,94,10,50,3150,2900,4,4,0.25,1300,236,7,"Meats, Fish & Eggs","This section features different kinds of meats, fish and egg recipes that are common in Kenya. The various methods of cooking these proteins are explained.",,"This is a traditional delicacy among the Luhya community. It was traditionally eaten by boys after circumcision. In modern practice, this dish is relished by the entire family due to its delicious taste, its satiety effect and its dense nutrient content. It is usually eaten with Ugali during lunch or dinner and as an all-day snack.",,"\n2 cups (335 g) dried termites, raw \n1 onion, red skinned, raw, unpeeled (107g) \n1 1⁄4 cups (271 g) cow’s milk \n1⁄2 tbsp. (7 g) salt, iodized ","\nWash the termites. \nPeel, wash and finely chop the onions. \nPut milk into a cooking pot and place on heat. \nAdd onions and the washed termites. \nAdd salt and stir to mix while heating. \nContinue stirring and intervals. \nReduce the heat and cook until dry. \nRemove and serve.",Preparation 10 minutes | Cooking 30 minutes | Serves 4
15,Mixed dishes,15073,Ingokho (Fried Chicken),0,2220,532,6.8,44.6,35.3,9.1,0,4.3,31,5.6,38,492,410,932,2.13,0.039,134,134,134,0,180,250,12300,13,13,0.97,2300,0,8,Poultry,"Poultry meat is one of the key sources of complete protein in Kenya. This section is a review of two categories of poultry meat namely the true chicken and domesticated birds, guinea fowls and quails.",,"“Ingokho” as it is commonly known among the Luhya community is such a special delicacy. Traditionally, it was eaten during special occasions such as dowry ceremonies. In modern practice, fried chicken is eaten as part of a main meal served during lunch or supper. It is relished by the entire family and can be eaten with Ugali, chapatti, or any other starch. ",,"\n1.3 kg whole chicken \n2 tsp. (10 g) salt, iodized \n3 1/8 cups (623 g) cooking oil",\nCut the chicken into large chunks. \nWash the meat. \nPlace a pan on fire and add oil. \nAdd salt to the chicken and rub in. \nHeat oil for 6 minutes. \nGently place the chicken pieces into the pan and turn every 3 minutes until the skin is golden brown. \nServe hot.,Preparation 10 minutes | Cooking 1 hour | Serves 4
15,Mixed dishes,15074,Boiled Rice,0,584,138,67.1,2.7,2,27.2,0.2,0.7,9,0.3,9,50,21,216,0.46,0,0,0,0,0,20,40,400,3,3,0,0,0,3,Rice Dishes,"Rice dishes are typical among the Swahili and urban communities. As such, most rice dishes are named in Kiswahili. For example, the rice dishes that incorporate ingredients like beans, green grams or potatoes are described as “Mseto”. Rice dishes are eaten in the rural areas occasionally. Pilau is the most common among the spicy rice recipes in Kenya. Plain rice recipes are also covered in this section. Some communities incorporate milk in rice recipes as is common among Kalenjin and Swahili communities. [Process photos for recipes in this category will be added in this space]",,One of the simplest ways that rice is cooked in Kenya is by boiling. This recipe is common in different communities in Kenya. It is eaten by the entire family often accompanied by a protein rich stew and vegetables,,"\n5 2/3 cups (1 kg) raw white rice \n3 tsp. (15 g) salt, iodized \n1⁄4 cup (50 g) cooking oil \n9 cups (1954 g) water","\nSort and wash the rice. \nIn a cooking pot, boil all the water for 2 minutes. \nAdd salt and rice. Stir and boil for 10 more minutes. \nReduce the heat and cover to simmer for 16 minutes. \nAdd cooking oil to the rice and stir. \nCover the rice and allow to simmer until it is ready. \nCover with aluminium foil. \nRemove from the heat when ready and serve.",Preparation time 5 minutes | Cooking 40 minutes | Serves 4
15,Mixed dishes,15075,Onion Fried Rice (Wali wa Yasmin),0,779,185,58.9,3.1,5.1,31.2,0.6,1,13,0.5,12,61,46,275,0.53,0.001,0,0,0,1,20,50,500,4,4,0,900,0,3,Rice Dishes,"Rice dishes are typical among the Swahili and urban communities. As such, most rice dishes are named in Kiswahili. For example, the rice dishes that incorporate ingredients like beans, green grams or potatoes are described as “Mseto”. Rice dishes are eaten in the rural areas occasionally. Pilau is the most common among the spicy rice recipes in Kenya. Plain rice recipes are also covered in this section. Some communities incorporate milk in rice recipes as is common among Kalenjin and Swahili communities. [Process photos for recipes in this category will be added in this space]",,"Commonly known as Wali wa Yasmin, this recipe is typical to the Swahili community. It is mainly prepared during special occasions. It is usually served as a main course accompanied by a variety of stews or broths. It is enjoyed by the whole family.",,"\n5 cups (898 g) raw white rice \n4 onions, red skinned, raw, unpeeled (335g)  \n2/3 cup (134 g) cooking oil \n3 tsp. (15 g) salt, iodized \n7 1⁄2 cups (1622 g) water","\nWash the rice and soak in 2 cups of water for 30 minutes. Drain and discard the water. \nPeel, wash and chop the onions and fry them in a separate pan until golden brown. \nBoil 5 1⁄2 cups of water in a pot. \nAdd salt and the rice into the boiling water. Cover to cook for 10 minutes. \nAdd onions with the oil with which it was fried in to the rice. \nCover with aluminium foil and simmer for 11 minutes. \nRemove from fire.",Preparation 35 minutes | Cooking 45 minutes | Serves 4
15,Mixed dishes,15076,Stir-fried Spinach,0,307,74,84.4,2.8,5.4,2,3.3,2.1,99,3.7,66,47,299,870,0.62,0.001,142,284,0,1701,20,80,500,70,70,0,16900,0,10,Vegetables Dishes,"Kenya is home to numerous types of traditional vegetables. This section looks at some of the most common traditional and exotic vegetables in various communities in Kenya. Also featured is how they are eaten and by whom. Three types of leafy vegetables which are most common are not traditional to Kenya but exotic yet they have become part of Kenyan cuisine; these are Sukumawiki (kale), Spinach and Cabbage. Most of the other leafy vegetables featured are quite traditional and they include Jute mallow, Amaranth, Black nightshade, cowpea leaves, sweet potato leaves, spider plant, vine spinach and pumpkin leaves. Other vegetable dishes based on pumpkin, mushrooms and green peas are featured.",,"This is one of the most common green vegetable dishes available in Kenya. It is consumed across all communities in Kenya especially those living in urban areas. It is mainly eaten with Ugali or any other starchy meal as a side dish. Sometimes, it is cooked together with other green vegetables.",,"\n675 g spinach leaves, raw \n1 onion, red skinned, raw, unpeeled (123 g) \n1/8 cup (25 g) cooking oil \n1⁄2 tsp. (2 g) salt, iodized","\nRemove the stalks from the spinach and wash. \nCut the spinach. \nPeel, wash and chop the onions. \nHeat cooking oil in a pan for 1 minute and add the chopped onions. Cook for 4 minutes. \nAdd spinach and salt. Cover and let it simmer for 10 minutes. \nRemove from heat.",Preparation 10 minutes | Cooking 15 minutes | Serves 4
15,Mixed dishes,15077,Thabai / Thaa (Stinging Nettle),0,143,34,92.3,1.2,2.4,1.9,0.6,1.8,132,1.4,28,26,113,312,0.14,0.001,0,1,0,4,10,60,200,62,62,0,1000,4,10,Vegetables Dishes,"Kenya is home to numerous types of traditional vegetables. This section looks at some of the most common traditional and exotic vegetables in various communities in Kenya. Also featured is how they are eaten and by whom. Three types of leafy vegetables which are most common are not traditional to Kenya but exotic yet they have become part of Kenyan cuisine; these are Sukumawiki (kale), Spinach and Cabbage. Most of the other leafy vegetables featured are quite traditional and they include Jute mallow, Amaranth, Black nightshade, cowpea leaves, sweet potato leaves, spider plant, vine spinach and pumpkin leaves. Other vegetable dishes based on pumpkin, mushrooms and green peas are featured.",,Stinging nettle commonly known as “thabai” or “thaa” is a traditional vegetable popular among the Kikuyu and Meru communities. It is usually eaten with ugali as a side dish during lunch or dinner. Sometimes it is added to mashed food to enrich with nutrients.,,"\n267 g stinging nettle leaves, raw \n1 onion, red skinned, raw, unpeeled (96 g) \n2 tbsp. (25 g) cooking oil \n1 1⁄2 tsp. (7 g) salt, iodized \n4 1⁄2 cups (994 g) water","\nCut the stinging nettle leaves from the stalks. \nWash the leaves. \nPut the leaves in a pot and add 3 1⁄2 cups of water. \nBring the mixture to a boil until tender. \nIn a separate cooking pot, heat cooking oil for 1 minute. \nPeel, wash and chop the onion. \nAdd the chopped onion and cook until they are soft. \nAdd the boiled stinging nettle and salt then stir. \nAdd the rest of the water after 1 minute. \nCover the pot and bring to a boil for 8 minutes. \nRemove from the fire. ",Preparation 15 minutes | Cooking 45 minutes | Serves 4
